codepoint,name
E320,LATIN CAPITAL LETTER U WITH RING ABOVE AND ACUTE
E321,LATIN CAPITAL LETTER U WITH RING ABOVE AND TILDE
E322,LATIN CAPITAL LETTER U WITH RING ABOVE AND ACUTE ABOVE RIGHT
E323,LATIN CAPITAL LETTER U WITH DOUBLE ACUTE AND OGONEK
E324,LATIN CAPITAL LETTER U WITH VERTICAL LINE ABOVE
E325,LATIN CAPITAL LETTER U WITH COMMA ABOVE
E326,LATIN CAPITAL LETTER U WITH RING BELOW
E327,LATIN CAPITAL LETTER U WITH INVERTED BREVE BELOW
E328,LATIN CAPITAL LETTER U WITH MACRON BELOW
E329,LATIN CAPITAL LETTER U WITH LONG STROKE OVERLAY
E32A,LATIN CAPITAL LETTER U WITH LONG SOLIDUS OVERLAY
E32B,LATIN CAPITAL LETTER U WITH LATIN SMALL LETTER E ABOVE
E32C,LATIN CAPITAL LETTER U WITH LATIN SMALL LETTER I ABOVE
E32D,LATIN CAPITAL LETTER U WITH LATIN SMALL LETTER O ABOVE
E32E,LATIN CAPITAL LETTER U WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E32F,LATIN CAPITAL LETTER U WITH VERTICAL LINE ABOVE RIGHT
E330,LATIN CAPITAL LETTER U WITH LEFT ARROWHEAD
E339,LATIN CAPITAL LETTER V WITH GRAVE
E33A,LATIN CAPITAL LETTER V WITH ACUTE
E33B,LATIN CAPITAL LETTER V WITH CIRCUMFLEX
E33C,LATIN CAPITAL LETTER V WITH MACRON AND ACUTE
E33D,LATIN CAPITAL LETTER V WITH MACRON AND TILDE
E33E,LATIN CAPITAL LETTER V WITH MACRON AND BREVE
E33F,LATIN CAPITAL LETTER V WITH BREVE
E340,LATIN CAPITAL LETTER V WITH BREVE AND ACUTE
E341,LATIN CAPITAL LETTER V WITH CANDRABINDU
E342,LATIN CAPITAL LETTER V WITH DIAERESIS
E343,LATIN CAPITAL LETTER V WITH RING ABOVE
E344,LATIN CAPITAL LETTER V WITH PALATALIZED HOOK
E345,LATIN CAPITAL LETTER V WITH RING BELOW
E346,LATIN CAPITAL LETTER V WITH OGONEK
E347,LATIN CAPITAL LETTER V WITH LATIN SMALL LETTER E ABOVE
E348,LATIN CAPITAL LETTER V WITH LATIN SMALL LETTER I ABOVE
E349,LATIN CAPITAL LETTER V WITH LATIN SMALL LETTER O ABOVE
E34A,LATIN CAPITAL LETTER V WITH ACUTE ABOVE RIGHT
E34F,LATIN CAPITAL LETTER W WITH RING ABOVE
E350,LATIN CAPITAL LETTER W WITH DOUBLE ACUTE
E351,LATIN CAPITAL LETTER W WITH RING BELOW
E352,LATIN CAPITAL LETTER W WITH CARON BELOW
E353,LATIN CAPITAL LETTER W WITH LATIN SMALL LETTER E ABOVE
E354,LATIN CAPITAL LETTER W WITH LATIN SMALL LETTER O ABOVE
E355,LATIN CAPITAL LETTER W WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT
E356,LATIN CAPITAL LETTER W WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT WITH MACRON
E35B,LATIN CAPITAL LETTER X WITH GRAVE
E35C,LATIN CAPITAL LETTER X WITH ACUTE
E35D,LATIN CAPITAL LETTER X WITH TILDE
E35E,LATIN CAPITAL LETTER X WITH MACRON
E35F,LATIN CAPITAL LETTER X WITH BREVE
E360,LATIN CAPITAL LETTER X WITH BREVE AND ACUTE
E361,LATIN CAPITAL LETTER X WITH RING ABOVE
E362,LATIN CAPITAL LETTER X WITH CARON
E363,LATIN CAPITAL LETTER X WITH CARON AND RING ABOVE RIGHT
E364,LATIN CAPITAL LETTER X WITH INVERTED BREVE
E365,LATIN CAPITAL LETTER X WITH COMMA ABOVE RIGHT
E366,LATIN CAPITAL LETTER X WITH PALATALIZED HOOK
E367,LATIN CAPITAL LETTER X WITH DOT BELOW
E368,LATIN CAPITAL LETTER X WITH RING BELOW
E369,LATIN CAPITAL LETTER X WITH MODIFIER LETTER SMALL V SUPERSCRIPT
E36A,LATIN CAPITAL LETTER X WITH RIGHT HALF RING ABOVE RIGHT
E36B,LATIN CAPITAL LETTER X WITH RING ABOVE RIGHT
E36C,LATIN CAPITAL LETTER X WITH ACUTE ABOVE RIGHT
E371,LATIN CAPITAL LETTER Y WITH MACRON
E372,LATIN CAPITAL LETTER Y WITH MACRON AND GRAVE
E373,LATIN CAPITAL LETTER Y WITH MACRON AND ACUTE
E374,LATIN CAPITAL LETTER Y WITH MACRON AND TILDE
E375,LATIN CAPITAL LETTER Y WITH MACRON AND BREVE
E376,LATIN CAPITAL LETTER Y WITH BREVE
E377,LATIN CAPITAL LETTER Y WITH BREVE AND GRAVE
E378,LATIN CAPITAL LETTER Y WITH BREVE AND ACUTE
E379,LATIN CAPITAL LETTER Y WITH CANDRABINDU
E37A,LATIN CAPITAL LETTER Y WITH DIAERESIS AND ACUTE
E37B,LATIN CAPITAL LETTER Y WITH RING ABOVE
E37C,LATIN CAPITAL LETTER Y WITH DOUBLE ACUTE
E37D,LATIN CAPITAL LETTER Y WITH INVERTED BREVE BELOW
E37E,LATIN CAPITAL LETTER Y WITH MACRON BELOW
E37F,LATIN CAPITAL LETTER Y WITH SUPERSCRIPT ONE
E380,LATIN CAPITAL LETTER Y WITH SUPERSCRIPT TWO
E381,LATIN CAPITAL LETTER Y WITH LATIN SMALL LETTER E ABOVE
E382,LATIN CAPITAL LETTER Y WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E383,LATIN CAPITAL LETTER Y WITH COLON BELOW
E386,LATIN CAPITAL LETTER Z WITH GRAVE
E387,LATIN CAPITAL LETTER Z WITH ACUTE AND DOT BELOW
E388,LATIN CAPITAL LETTER Z WITH MACRON
E389,LATIN CAPITAL LETTER Z WITH DIAERESIS
E38A,LATIN CAPITAL LETTER Z WITH DOUBLE ACUTE
E38B,LATIN CAPITAL LETTER Z WITH CARON AND ACUTE
E38C,LATIN CAPITAL LETTER Z WITH CARON AND DOUBLE GRAVE
E38D,LATIN CAPITAL LETTER Z WITH CARON AND DOT BELOW
E38E,LATIN CAPITAL LETTER Z WITH CARON AND ACUTE ABOVE RIGHT
E38F,LATIN CAPITAL LETTER Z WITH INVERTED BREVE
E390,LATIN CAPITAL LETTER Z WITH COMMA ABOVE RIGHT
E391,LATIN CAPITAL LETTER Z WITH ACUTE BELOW
E392,LATIN CAPITAL LETTER Z WITH PALATALIZED HOOK
E393,LATIN CAPITAL LETTER Z WITH DIAERESIS BELOW
E394,LATIN CAPITAL LETTER Z WITH RING BELOW
E395,LATIN CAPITAL LETTER Z WITH OGONEK
E396,LATIN CAPITAL LETTER Z WITH BREVE BELOW
E397,LATIN CAPITAL LETTER Z WITH TILDE OVERLAY
E398,LATIN CAPITAL LETTER Z WITH ACUTE ABOVE RIGHT
E399,LATIN CAPITAL LETTER Z WITH INVERTED OGONEK
E39A,LATIN CAPITAL LETTER Z WITH COLON BELOW
E39B,LATIN CAPITAL LETTER Z WITH DOUBLE ACUTE BELOW
E39C,LATIN CAPITAL LETTER ZH WITH LOW LINE
E39D,LATIN CAPITAL LETTER Z WITH SMALL LETTER H AND LOW LINE
E3AF,LATIN CAPITAL LETTER I WITH ACUTE AND OGONEK
E3B0,LATIN CAPITAL LETTER I WITH TILDE
E3B1,LATIN CAPITAL LETTER I WITH TILDE AND OGONEK
E3B2,LATIN CAPITAL LETTER I WITH MACRON
E3B3,LATIN CAPITAL LETTER I WITH MACRON AND GRAVE
E3B4,LATIN CAPITAL LETTER I WITH MACRON AND ACUTE
E3B5,LATIN CAPITAL LETTER I WITH MACRON AND TILDE
E3B6,LATIN CAPITAL LETTER I WITH MACRON AND BREVE
E3B7,LATIN CAPITAL LETTER I WITH MACRON AND OGONEK
E3B8,LATIN CAPITAL LETTER I WITH BREVE
E3B9,LATIN CAPITAL LETTER I WITH BREVE AND GRAVE
E3BA,LATIN CAPITAL LETTER I WITH BREVE AND ACUTE
E3C6,LATIN CAPITAL LETTER ENG WITH ACUTE
E3C7,LATIN CAPITAL LETTER ENG WITH ACUTE AND RING BELOW
E3C8,LATIN CAPITAL LETTER ENG WITH CIRCUMFLEX
E3C9,LATIN CAPITAL LETTER ENG WITH MACRON AND ACUTE AND RING BELOW
E3CA,LATIN CAPITAL LETTER ENG WITH MACRON AND RING BELOW
E3CB,LATIN CAPITAL LETTER ENG WITH RING ABOVE
E3CC,LATIN CAPITAL LETTER ENG WITH INVERTED BREVE
E3CD,LATIN CAPITAL LETTER ENG WITH RING BELOW
E3CE,LATIN CAPITAL LETTER ENG WITH MODIFIER LETTER SMALL U SUPERSCRIPT
E3CF,LATIN CAPITAL LETTER ENG WITH MODIFIER LETTER SMALL U SUPERSCRIPT WITH INVERTED BREVE BELOW
E3D0,LATIN CAPITAL LETTER ENG WITH LATIN SMALL LETTER A ABOVE
E3D1,LATIN CAPITAL LETTER ENG WITH ACUTE ABOVE RIGHT
E3D2,LATIN CAPITAL LETTER ENG WITH THREE DOT ABOVE
E3D4,LATIN CAPITAL LETTER TURNED A
E3D5,LATIN CAPITAL LETTER TURNED A WITH INVERTED BREVE BELOW
E3D6,LATIN CAPITAL LETTER TURNED ALPHA
E3D7,LATIN CAPITAL LETTER TURNED ALPHA WITH INVERTED BREVE BELOW
E3D9,LATIN CAPITAL LETTER OPEN O WITH ACUTE
E3DA,LATIN CAPITAL LETTER OPEN O WITH CIRCUMFLEX
E3DB,LATIN CAPITAL LETTER OPEN O WITH TILDE
E3DC,LATIN CAPITAL LETTER OPEN O WITH MACRON
E3DD,LATIN CAPITAL LETTER OPEN O WITH MACRON AND ACUTE
E3DE,LATIN CAPITAL LETTER OPEN O WITH MACRON AND BREVE
E3DF,LATIN CAPITAL LETTER OPEN O WITH DIAERESIS
E3E0,LATIN CAPITAL LETTER OPEN O WITH DIAERESIS AND MACRON
E3E1,LATIN CAPITAL LETTER OPEN O WITH DIAERESIS AND BREVE
E3E2,LATIN CAPITAL LETTER OPEN O WITH INVERTED BREVE BELOW
E3E5,LATIN CAPITAL LETTER REVERSED E WITH MACRON
E3E6,LATIN CAPITAL LETTER REVERSED E WITH INVERTED BREVE BELOW
E3E8,LATIN CAPITAL LETTER SCHWA WITH GRAVE
E3E9,LATIN CAPITAL LETTER SCHWA WITH ACUTE
E3EA,LATIN CAPITAL LETTER SCHWA WITH CIRCUMFLEX
E3EB,LATIN CAPITAL LETTER SCHWA WITH TILDE ABOVE
E3EC,LATIN CAPITAL LETTER SCHWA WITH MACRON
E3ED,LATIN CAPITAL LETTER SCHWA WITH MACRON AND ACUTE ABOVE
E3EE,LATIN CAPITAL LETTER SCHWA WITH MACRON AND BREVE
E3EF,LATIN CAPITAL LETTER SCHWA WITH DIAERESIS AND BREVE
E3F0,LATIN CAPITAL LETTER SCHWA WITH DOUBLE GRAVE
E3F1,LATIN CAPITAL LETTER SCHWA WITH RETROFLEX HOOK BELOW
E3F2,LATIN CAPITAL LETTER SCHWA WITH DOT BELOW
E3F3,LATIN CAPITAL LETTER SCHWA WITH RING BELOW
E3F4,LATIN CAPITAL LETTER SCHWA WITH INVERTED DOUBLE ARCH BELOW
E3F5,LATIN CAPITAL LETTER SCHWA WITH INVERTED BREVE BELOW
E3F6,LATIN CAPITAL LETTER EZH WITH ACUTE
E3F7,LATIN CAPITAL LETTER EZH WITH DOT ABOVE
E3F8,LATIN CAPITAL LETTER EZH WITH CARON AND ACUTE
E3F9,LATIN CAPITAL LETTER EZH WITH RING BELOW
E400,LATIN SMALL LETTER A WITH SCHWA JOINT
E401,LATIN SMALL LETTER A WITH SCHWA UNJOINT
E402,LATIN SMALL LETTER A WITH RHOTIC HOOK
E403,LATIN SMALL LETTER A WITH GRAVE AND OGONEK
E404,LATIN SMALL LETTER A WITH ACUTE AND OGONEK
E405,LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE
E406,LATIN SMALL LETTER A WITH CIRCUMFLEX AND RING BELOW
E407,LATIN SMALL LETTER A WITH TILDE AND ACUTE
E408,LATIN SMALL LETTER A WITH TILDE ABOVE AND OGONEK
E409,LATIN SMALL LETTER A WITH MACRON AND GRAVE
E40A,LATIN SMALL LETTER A WITH MACRON AND ACUTE
E40B,LATIN SMALL LETTER A WITH MACRON AND ACUTE AND OGONEK
E40C,LATIN SMALL LETTER A WITH MACRON AND ACUTE AND RING ABOVE RIGHT
E40D,LATIN SMALL LETTER A WITH MACRON AND CIRCUMFLEX ABOVE
E40E,LATIN SMALL LETTER A WITH MACRON AND TILDE ABOVE
E40F,LATIN SMALL LETTER A WITH MACRON AND TILDE AND ACUTE
E410,LATIN SMALL LETTER A WITH MACRON AND BREVE
E411,LATIN SMALL LETTER A WITH MACRON AND BREVE AND ACUTE
E412,LATIN SMALL LETTER A WITH MACRON AND DIAERESIS ABOVE
E413,LATIN SMALL LETTER A WITH MACRON AND RING ABOVE
E414,LATIN SMALL LETTER A WITH MACRON AND HACEK ABOVE
E415,LATIN SMALL LETTER A WITH MACRON AND OGONEK
E416,LATIN SMALL LETTER A WITH MACRON AND TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E417,LATIN SMALL LETTER A WITH MACRON AND LEFT ARROWHEAD
E418,LATIN SMALL LETTER A WITH DOT ABOVE AND OGONEK
E419,LATIN SMALL LETTER A WITH DIAERESIS AND ACUTE
E41A,LATIN SMALL LETTER A WITH DIAERESIS AND CIRCUMFLEX ABOVE
E41B,LATIN SMALL LETTER A WITH DIAERESIS AND MACRON AND BREVE
E41C,LATIN SMALL LETTER A WITH DIAERESIS AND BREVE
E41D,LATIN SMALL LETTER A WITH DIAERESIS AND DOT BELOW
E41E,LATIN SMALL LETTER A WITH DIAERESIS AND MACRON BELOW
E41F,LATIN SMALL LETTER A WITH RING ABOVE AND CIRCUMFLEX ABOVE
E420,LATIN SMALL LETTER A WITH RING ABOVE AND TILDE
E421,LATIN SMALL LETTER A WITH RING ABOVE AND MACRON
E422,LATIN SMALL LETTER A WITH RING ABOVE AND MACRON AND BREVE
E423,LATIN SMALL LETTER A WITH RING ABOVE AND BREVE
E424,LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE ABOVE RIGHT
E425,LATIN SMALL LETTER A WITH DOUBLE ACUTE ABOVE
E426,LATIN SMALL LETTER A WITH COMMA ABOVE
E427,LATIN SMALL LETTER A WITH DIAERESIS BELOW
E428,LATIN SMALL LETTER A WITH INVERTED BREVE BELOW
E429,LATIN SMALL LETTER A WITH TILDE BELOW
E42A,LATIN SMALL LETTER A WITH MACRON BELOW
E42B,LATIN SMALL LETTER A WITH MACRON BELOW AND RING BELOW
E42C,LATIN SMALL LETTER A WITH LATIN SMALL LETTER E ABOVE
E42D,LATIN SMALL LETTER A WITH LATIN SMALL LETTER O ABOVE
E42E,LATIN SMALL LETTER A WITH LATIN SMALL LETTER V ABOVE
E42F,LATIN SMALL LETTER A WITH RIGHT HALF RING ABOVE RIGHT
E430,LATIN SMALL LETTER A WITH INVERTED OGONEK
E431,LATIN SMALL LETTER A WITH MACRON ABOVE INCLOSED IN PARENTHESES
E432,LATIN SMALL LETTER A WITH LEFT ARROWHEAD
E437,LATIN SMALL LETTER AE WITH CIRCUMFLEX
E438,LATIN SMALL LETTER AE WITH TILDE ABOVE
E439,LATIN SMALL LETTER AE WITH TILDE ABOVE AND LEFT ARROWHEAD
E43A,LATIN SMALL LETTER AE WITH MACRON AND ACUTE ABOVE
E43B,LATIN SMALL LETTER AE WITH MACRON AND CIRCUMFLEX ABOVE
E43C,LATIN SMALL LETTER AE WITH MACRON AND TILDE ABOVE
E43D,LATIN SMALL LETTER AE WITH MACRON AND BREVE
E43E,LATIN SMALL LETTER AE WITH MACRON ABOVE AND OGONEK
E43F,LATIN SMALL LETTER AE WITH BREVE
E440,LATIN SMALL LETTER AE WITH OGONEK
E445,LATIN SMALL LETTER B WITH CIRCUMFLEX
E446,LATIN SMALL LETTER B WITH CIRCUMFLEX AND MACRON BELOW
E447,LATIN SMALL LETTER B WITH TILDE ABOVE
E448,LATIN SMALL LETTER B WITH DIAERESIS
E449,LATIN SMALL LETTER B WITH COMMA ABOVE RIGHT
E44A,LATIN SMALL LETTER B WITH PALATALIZED HOOK BELOW
E44B,LATIN SMALL LETTER B WITH RING BELOW
E44C,LATIN SMALL LETTER B WITH CARON BELOW
E44E,LATIN SMALL LETTER B WITH ACUTE ABOVE RIGHT
E44F,LATIN SMALL LETTER B WITH VERTICAL LINE ABOVE RIGHT
E450,LATIN SMALL LETTER B WITH SUPERSCRIPT ONE
E451,LATIN SMALL LETTER B WITH SUPERSCRIPT TWO
E454,LATIN SMALL LETTER C WITH APOSTROPHE
E455,LATIN SMALL LETTER C WITH MACRON
E456,LATIN SMALL LETTER C WITH MACRON AND ACUTE
E457,LATIN SMALL LETTER C WITH DIAERESIS
E458,LATIN SMALL LETTER C WITH CARON AND ACUTE ABOVE
E459,LATIN SMALL LETTER C WITH CARON AND REVERSED COMMA ABOVE
E45A,LATIN SMALL LETTER C WITH CARON AND COMMA ABOVE RIGHT
E45B,LATIN SMALL LETTER C WITH CARON AND DOT BELOW
E45C,LATIN SMALL LETTER C WITH CARON AND MODIFIER LETTER SMALL I SUPERSCRIPT LEFT
E45D,LATIN SMALL LETTER C WITH CARON AND REVERSED COMMA ABOVE RIGHT
E45E,LATIN SMALL LETTER C WITH CARON AND TURNED COMMA ABOVE RIGHT
E45F,LATIN SMALL LETTER C WITH CARON AND LEFT HALF RING ABOVE
E460,LATIN SMALL LETTER C WITH CARON AND LEFT HALF RING ABOVE RIGHT
E461,LATIN SMALL LETTER C WITH CARON AND ACUTE ABOVE RIGHT
E462,LATIN SMALL LETTER C WITH CARON AND VERTICAL LINE ABOVE RIGHT
E463,LATIN SMALL LETTER C WITH GREEK PSILI AND OXIA
E464,LATIN SMALL LETTER C WITH REVERSED COMMA ABOVE
E465,LATIN SMALL LETTER C WITH COMMA ABOVE RIGHT
E466,LATIN SMALL LETTER C WITH DOT BELOW
E467,LATIN SMALL LETTER C WITH RING BELOW
E468,LATIN SMALL LETTER C WITH COMMA BELOW
E469,LATIN SMALL LETTER C WITH CARON BELOW
E46A,LATIN SMALL LETTER C WITH CIRCUMFLEX BELOW
E46B,LATIN SMALL LETTER C WITH BREVE BELOW
E46C,LATIN SMALL LETTER C WITH INVERTED BREVE BELOW
E46D,LATIN SMALL LETTER C WITH LONG SOLIDUS OVERLAY
E46E,LATIN SMALL LETTER C WITH REVERSED COMMA ABOVE RIGHT
E46F,LATIN SMALL LETTER C WITH TURNED COMMA ABOVE RIGHT
E470,LATIN SMALL LETTER C WITH LEFT HALF RING ABOVE
E471,LATIN SMALL LETTER C WITH LEFT HALF RING ABOVE RIGHT
E472,LATIN SMALL LETTER C WITH ACUTE ABOVE RIGHT
E473,LATIN SMALL LETTER C WITH VERTICAL LINE ABOVE RIGHT
E474,LATIN SMALL LETTER CH WITH LOW LINE
E477,LATIN SMALL LETTER D WITH ACUTE
E478,LATIN SMALL LETTER D WITH ACUTE AND DOT BELOW
E479,LATIN SMALL LETTER D WITH MACRON ABOVE
E47A,LATIN SMALL LETTER D WITH RING ABOVE
E47B,LATIN SMALL LETTER D WITH CARON AND ACUTE ABOVE RIGHT
E47C,LATIN SMALL LETTER D WITH INVERTED BREVE
E47D,LATIN SMALL LETTER D WITH COMMA ABOVE RIGHT
E47E,LATIN SMALL LETTER D WITH PALATALIZED HOOK BELOW
E47F,LATIN SMALL LETTER D WITH DIAERESIS BELOW
E480,LATIN SMALL LETTER D WITH RING BELOW
E481,LATIN SMALL LETTER D WITH COMMA BELOW
E482,LATIN SMALL LETTER D WITH BRIDGE BELOW
E483,LATIN SMALL LETTER D WITH CARON BELOW
E484,LATIN SMALL LETTER D WITH BREVE BELOW
E485,LATIN SMALL LETTER D WITH TILDE OVERLAY
E486,LATIN SMALL LETTER D WITH SHORT STROKE OVERLAY
E487,LATIN SMALL LETTER D WITH SUPERSCRIPT ONE
E488,LATIN SMALL LETTER D WITH SUPERSCRIPT TWO
E489,LATIN SMALL LETTER D WITH ACUTE ABOVE RIGHT
E48A,LATIN SMALL LETTER DH WITH LOW LINE
E48B,LATIN SMALL LETTER DJ WITH LOW LINE
E48C,LATIN SMALL LETTER DZ WITH ACUTE AND LOW LINE
E48F,LATIN SMALL LETTER ETH WITH DOT BELOW
E490,LATIN SMALL LETTER D WITH STROKE AND MACRON BELOW
E493,LATIN SMALL LETTER E WITH GRAVE AND DOT BELOW
E494,LATIN SMALL LETTER E WITH GRAVE AND OGONEK
E495,LATIN SMALL LETTER E WITH GRAVE AND RIGHT HALF RING BELOW
E496,LATIN SMALL LETTER E WITH GRAVE AND INVERTED OGONEK
E497,LATIN SMALL LETTER E WITH GRAVE AND RIGHT ARROWHEAD
E498,LATIN SMALL LETTER E WITH ACUTE ABOVE AND DOT BELOW
E499,LATIN SMALL LETTER E WITH ACUTE ABOVE AND OGONEK
E49A,LATIN SMALL LETTER E WITH ACUTE AND RIGHT HALF RING BELOW
E49B,LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE
E49C,LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE
E49D,LATIN SMALL LETTER E WITH CIRCUMFLEX AND MACRON
E49E,LATIN SMALL LETTER E WITH CIRCUMFLEX AND CARON
E49F,LATIN SMALL LETTER E WITH CIRCUMFLEX AND OGONEK
E4A0,LATIN SMALL LETTER E WITH CIRCUMFLEX AND RIGHT HALF RING BELOW
E4A1,LATIN SMALL LETTER E WITH CIRCUMFLEX AND INVERTED OGONEK
E4A2,LATIN SMALL LETTER E WITH CIRCUMFLEX AND RIGHT ARROWHEAD
E4A3,LATIN SMALL LETTER E WITH TILDE AND ACUTE ABOVE
E4A4,LATIN SMALL LETTER E WITH TILDE AND ACUTE AND OGONEK
E4A5,LATIN SMALL LETTER E WITH TILDE AND DOT BELOW
E4A6,LATIN SMALL LETTER E WITH TILDE AND COMMA BELOW
E4A7,LATIN SMALL LETTER E WITH TILDE AND OGONEK
E4A8,LATIN SMALL LETTER E WITH TILDE AND RIGHT HALF RING BELOW
E4A9,LATIN SMALL LETTER E WITH TILDE AND INVERTED OGONEK
E4AA,LATIN SMALL LETTER E WITH TILDE AND RIGHT ARROWHEAD
E4AB,LATIN SMALL LETTER E WITH MACRON AND GRAVE AND DOT BELOW
E4AC,LATIN SMALL LETTER E WITH MACRON AND GRAVE AND OGONEK
E4AD,LATIN SMALL LETTER E WITH MACRON AND GRAVE AND RIGHT HALF RING BELOW
E4AE,LATIN SMALL LETTER E WITH MACRON AND GRAVE AND INVERTED OGONEK
E4AF,LATIN SMALL LETTER E WITH MACRON AND GRAVE AND RIGHT ARROWHEAD
E4B0,LATIN SMALL LETTER E WITH MACRON AND ACUTE AND DOT BELOW
E4B1,LATIN SMALL LETTER E WITH MACRON AND ACUTE AND OGONEK
E4B2,LATIN SMALL LETTER E WITH MACRON AND CIRCUMFLEX
E4B3,LATIN SMALL LETTER E WITH MACRON AND TILDE ABOVE
E4B4,LATIN SMALL LETTER E WITH MACRON AND TILDE AND ACUTE
E4B5,LATIN SMALL LETTER E WITH MACRON AND TILDE ABOVE AND DOT BELOW
E4B6,LATIN SMALL LETTER E WITH MACRON AND TILDE ABOVE AND OGONEK
E4B7,LATIN SMALL LETTER E WITH MACRON AND BREVE
E4B8,LATIN SMALL LETTER E WITH MACRON AND BREVE AND ACUTE ABOVE
E4B9,LATIN SMALL LETTER E WITH MACRON AND CARON
E4BA,LATIN SMALL LETTER E WITH MACRON AND INVERTED BREVE
E4BB,LATIN SMALL LETTER E WITH MACRON AND DOT BELOW
E4BC,LATIN SMALL LETTER E WITH MACRON AND OGONEK
E4BD,LATIN SMALL LETTER E WITH MACRON AND BREVE BELOW
E4BE,LATIN SMALL LETTER E WITH MACRON AND RIGHT HALF RING BELOW
E4BF,LATIN SMALL LETTER E WITH MACRON AND INVERTED OGONEK
E4C0,LATIN SMALL LETTER E WITH MACRON AND RIGHT ARROWHEAD
E4C1,LATIN SMALL LETTER E WITH BREVE AND GRAVE
E4C2,LATIN SMALL LETTER E WITH BREVE AND GRAVE AND DOT BELOW
E4C3,LATIN SMALL LETTER E WITH BREVE AND ACUTE
E4C4,LATIN SMALL LETTER E WITH BREVE AND ACUTE AND DOT BELOW
E4C5,LATIN SMALL LETTER E WITH BREVE AND MACRON
E4C6,LATIN SMALL LETTER E WITH BREVE AND DOT BELOW
E4C7,LATIN SMALL LETTER E WITH BREVE AND OGONEK
E4C8,LATIN SMALL LETTER E WITH DOT ABOVE AND ACUTE
E4C9,LATIN SMALL LETTER E WITH DOT ABOVE AND TILDE
E4CA,LATIN SMALL LETTER E WITH DOT ABOVE AND ACUTE TONE MARK
E4CB,LATIN SMALL LETTER E WITH DIAERESIS AND ACUTE
E4CC,LATIN SMALL LETTER E WITH DIAERESIS AND TILDE
E4CD,LATIN SMALL LETTER E WITH DIAERESIS AND MACRON
E4CE,LATIN SMALL LETTER E WITH DIAERESIS AND OGONEK
E4CF,LATIN SMALL LETTER E WITH RING ABOVE
E4D0,LATIN SMALL LETTER E WITH RING ABOVE AND MACRON
E4D1,LATIN SMALL LETTER E WITH DOUBLE ACUTE
E4D2,LATIN SMALL LETTER E WITH CARON AND ACUTE
E4D3,LATIN SMALL LETTER E WITH CARON AND TILDE
E4D4,LATIN SMALL LETTER E WITH CARON AND DOUBLE ACUTE
E4D5,LATIN SMALL LETTER E WITH CARON AND INVERTED BREVE
E4D6,LATIN SMALL LETTER E WITH INVERTED BREVE AND DOT BELOW
E4D7,LATIN SMALL LETTER E WITH INVERTED BREVE AND OGONEK BELOW
E4D8,LATIN SMALL LETTER E WITH COMMA ABOVE
E4D9,LATIN SMALL LETTER E WITH LEFT HALF RING BELOW
E4DA,LATIN SMALL LETTER E WITH RETROFLEX HOOK BELOW
E4DB,LATIN SMALL LETTER E WITH RING BELOW
E4DC,LATIN SMALL LETTER E WITH BREVE BELOW
E4DD,LATIN SMALL LETTER E WITH INVERTED BREVE BELOW
E4DE,LATIN SMALL LETTER E WITH MACRON BELOW
E4DF,LATIN SMALL LETTER E WITH LONG SOLIDUS OVERLAY
E4E0,LATIN SMALL LETTER E WITH RIGHT HALF RING BELOW
E4E1,LATIN SMALL LETTER E WITH LATIN SMALL LETTER A ABOVE
E4E2,LATIN SMALL LETTER E WITH LATIN SMALL LETTER I ABOVE
E4E3,LATIN SMALL LETTER E WITH LATIN SMALL LETTER V ABOVE
E4E4,LATIN SMALL LETTER E WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT
E4E5,LATIN SMALL LETTER E WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E4E6,LATIN SMALL LETTER E WITH INVERTED OGONEK
E4E7,LATIN SMALL LETTER E WITH MACRON ABOVE INCLOSED IN PARENTHESES
E4ED,LATIN SMALL LETTER F WITH PALATALIZED HOOK BELOW
E4EE,LATIN SMALL LETTER F WITH DOT BELOW
E4EF,LATIN SMALL LETTER F WITH ACUTE ABOVE RIGHT
E4F4,LATIN SMALL LETTER G WITH ACUTE AND MACRON
E4F5,LATIN SMALL LETTER G WITH TILDE
E4F6,LATIN SMALL LETTER G WITH MACRON AND ACUTE
E4F7,LATIN SMALL LETTER G WITH MACRON AND SUPERSCRIPT ONE
E4F8,LATIN SMALL LETTER G WITH RING ABOVE
E4F9,LATIN SMALL LETTER G WITH DOUBLE ACUTE ABOVE
E4FA,LATIN SMALL LETTER G WITH CARON AND DIAERESIS
E4FB,LATIN SMALL LETTER G WITH INVERTED BREVE
E4FC,LATIN SMALL LETTER G WITH TURNED COMMA ABOVE
