codepoint,name
EA92,GREEK CAPITAL LETTER OMEGA WITH INVERTED BREVE
EA93,GREEK CAPITAL LETTER OMEGA WITH PERISPOMENI
EA94,GREEK CAPITAL LETTER OMEGA WITH DOT BELOW
EB00,GREEK SMALL LETTER ALPHA WITH MACRON AND ACUTE
EB01,GREEK SMALL LETTER ALPHA WITH MACRON AND ACUTE AND VERTICAL LINE BELOW
EB02,GREEK SMALL LETTER ALPHA WITH MACRON AND TILDE AND VERTICAL LINE BELOW
EB03,GREEK SMALL LETTER ALPHA WITH MACRON AND BREVE
EB04,GREEK SMALL LETTER ALPHA WITH MACRON AND GREEK PSILI
EB05,GREEK SMALL LETTER ALPHA WITH MACRON AND GREEK DASIA
EB06,GREEK SMALL LETTER ALPHA WITH MACRON AND VERTICAL LINE BELOW
EB07,GREEK SMALL LETTER ALPHA WITH MACRON AND GREEK PSILI AND OXIA
EB08,GREEK SMALL LETTER ALPHA WITH MACRON AND GREEK PSILI AND OXIA AND VERTICAL LINE BELOW
EB09,GREEK SMALL LETTER ALPHA WITH MACRON AND GREEK DASIA AND OXIA
EB0A,GREEK SMALL LETTER ALPHA WITH BREVE AND ACUTE
EB0B,GREEK SMALL LETTER ALPHA WITH BREVE AND GREEK DASIA
EB0C,GREEK SMALL LETTER ALPHA WITH BREVE AND GREEK PSILI AND OXIA
EB0D,GREEK SMALL LETTER ALPHA WITH DIAERESIS
EB0E,GREEK SMALL LETTER ALPHA WITH INVERTED BREVE
EB0F,GREEK SMALL LETTER ALPHA WITH DOT BELOW
EB13,GREEK SMALL LETTER BETA WITH DOT BELOW
EB14,GREEK SMALL LETTER BETA WITH ACUTE ABOVE RIGHT
EB17,GREEK SMALL LETTER GAMMA WITH ACUTE
EB18,GREEK SMALL LETTER GAMMA WITH MACRON
EB19,GREEK SMALL LETTER GAMMA WITH INVERTED BREVE
EB1A,GREEK SMALL LETTER GAMMA WITH COMMA ABOVE RIGHT
EB1B,GREEK SMALL LETTER GAMMA WITH DOT BELOW
EB1C,GREEK SMALL LETTER GAMMA WITH RIGHT HALF RING ABOVE RIGHT
EB1F,GREEK SMALL LETTER DELTA WITH DOT BELOW
EB22,GREEK SMALL LETTER EPSILON WITH ACUTE AND INVERTED BREVE BELOW
EB23,GREEK SMALL LETTER EPSILON WITH TILDE
EB24,GREEK SMALL LETTER EPSILON WITH MACRON
EB25,GREEK SMALL LETTER EPSILON WITH MACRON AND GRAVE
EB26,GREEK SMALL LETTER EPSILON WITH MACRON AND ACUTE
EB27,GREEK SMALL LETTER EPSILON WITH MACRON AND TILDE
EB28,GREEK SMALL LETTER EPSILON WITH MACRON AND GREEK PSILI
EB29,GREEK SMALL LETTER EPSILON WITH MACRON AND GREEK PSILI AND OXIA
EB2A,GREEK SMALL LETTER EPSILON WITH DIAERESIS
EB2B,GREEK SMALL LETTER EPSILON WITH DOT BELOW
EB2C,GREEK SMALL LETTER EPSILON WITH INVERTED BREVE BELOW
EB2E,GREEK SMALL LETTER ZETA WITH DOT BELOW
EB2F,GREEK SMALL LETTER ETA WITH INVERTED BREVE
EB30,GREEK SMALL LETTER ETA WITH DOT BELOW
EB34,GREEK SMALL LETTER THETA WITH DOT BELOW
EB37,GREEK SMALL LETTER IOTA WITH ACUTE AND INVERTED BREVE BELOW
EB38,GREEK SMALL LETTER IOTA WITH MACRON AND GRAVE
EB39,GREEK SMALL LETTER IOTA WITH MACRON AND ACUTE
EB3A,GREEK SMALL LETTER IOTA WITH MACRON AND BREVE
EB3B,GREEK SMALL LETTER IOTA WITH MACRON AND BREVE AND ACUTE
EB3C,GREEK SMALL LETTER IOTA WITH MACRON AND GREEK PSILI
EB3D,GREEK SMALL LETTER IOTA WITH MACRON AND GREEK PSILI AND OXIA
EB3E,GREEK SMALL LETTER IOTA WITH MACRON AND GREEK DASIA
EB3F,GREEK SMALL LETTER IOTA WITH MACRON AND GREEK DASIA AND OXIA
EB40,GREEK SMALL LETTER IOTA WITH BREVE AND ACUTE
EB41,GREEK SMALL LETTER IOTA WITH BREVE AND GREEK PSILI
EB42,GREEK SMALL LETTER IOTA WITH BREVE AND GREEK PSILI AND OXIA
EB43,GREEK SMALL LETTER IOTA WITH BREVE AND GREEK DASIA
EB46,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND BREVE
EB49,GREEK SMALL LETTER IOTA WITH INVERTED BREVE
EB4A,GREEK SMALL LETTER IOTA WITH DOT BELOW
EB4B,GREEK SMALL LETTER IOTA WITH INVERTED BREVE BELOW
EB4D,GREEK SMALL LETTER KAPPA WITH DOT BELOW
EB4E,GREEK SMALL LETTER LAMDA WITH DOT BELOW
EB4F,GREEK SMALL LETTER MU WITH MACRON
EB50,GREEK SMALL LETTER MU WITH DOT BELOW
EB51,GREEK SMALL LETTER NU WITH MACRON
EB52,GREEK SMALL LETTER NU WITH DOT BELOW
EB53,GREEK SMALL LETTER NU WITH RING BELOW
EB56,GREEK SMALL LETTER XI WITH DOT BELOW
EB59,GREEK SMALL LETTER OMICRON WITH MACRON AND GRAVE
EB5A,GREEK SMALL LETTER OMICRON WITH MACRON AND ACUTE
EB5B,GREEK SMALL LETTER OMICRON WITH MACRON AND TILDE
EB5C,GREEK SMALL LETTER OMICRON WITH MACRON AND GREEK DASIA
EB5D,GREEK SMALL LETTER OMICRON WITH MACRON AND DOT BELOW
EB5E,GREEK SMALL LETTER OMICRON WITH BREVE AND ACUTE
EB5F,GREEK SMALL LETTER OMICRON WITH DOT BELOW
EB62,GREEK SMALL LETTER PI WITH DOT BELOW
EB66,GREEK SMALL LETTER RHO WITH DOT BELOW
EB69,GREEK SMALL LETTER FINAL SIGMA WITH DOT BELOW
EB72,GREEK SMALL LETTER SIGMA WITH GRAVE
EB73,GREEK SMALL LETTER SIGMA WITH ACUTE
EB74,GREEK SMALL LETTER SIGMA WITH DOT BELOW
EB76,GREEK SMALL LETTER TAU WITH DOT BELOW
EB79,GREEK SMALL LETTER UPSILON WITH ACUTE AND INVERTED BREVE BELOW
EB7A,GREEK SMALL LETTER UPSILON WITH MACRON AND ACUTE
EB7B,GREEK SMALL LETTER UPSILON WITH MACRON AND BREVE
EB7C,GREEK SMALL LETTER UPSILON WITH MACRON AND BREVE AND ACUTE
EB7D,GREEK SMALL LETTER UPSILON WITH MACRON AND GREEK PSILI
EB7E,GREEK SMALL LETTER UPSILON WITH MACRON AND GREEK DASIA
EB7F,GREEK SMALL LETTER UPSILON WITH MACRON AND GREEK PSILI AND OXIA
EB80,GREEK SMALL LETTER UPSILON WITH MACRON AND GREEK DASIA AND OXIA
EB81,GREEK SMALL LETTER UPSILON WITH BREVE AND ACUTE
EB82,GREEK SMALL LETTER UPSILON WITH BREVE AND GREEK DASIA
EB86,GREEK SMALL LETTER UPSILON WITH INVERTED BREVE
EB87,GREEK SMALL LETTER UPSILON WITH DOT BELOW
EB8B,GREEK SMALL LETTER PHI WITH DOT BELOW
EB8D,GREEK SMALL LETTER CHI WITH ACUTE
EB8E,GREEK SMALL LETTER CHI WITH DOT BELOW
EB90,GREEK SMALL LETTER PSI WITH DOT BELOW
EB91,GREEK SMALL LETTER OMEGA WITH MACRON
EB92,GREEK SMALL LETTER OMEGA WITH INVERTED BREVE
EB94,GREEK SMALL LETTER OMEGA WITH DOT BELOW
EB95,GREEK LETTER DIGAMMA WITH DOT BELOW
EB99,GREEK SMALL DOTLESS LETTER YOT
EB9A,GREEK THETA SYMBOL WITH DOT ABOVE
EB9B,GREEK THETA SYMBOL WITH DOT BELOW
EC00,GEORGIAN LETTER AN WITH ACUTE
EC01,GEORGIAN LETTER AN WITH MACRON
EC02,GEORGIAN LETTER AN WITH MACRON AND DIAERESIS
EC03,GEORGIAN LETTER AN WITH MACRON AND DIAERESIS AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC04,GEORGIAN LETTER AN WITH MACRON AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC05,GEORGIAN LETTER AN WITH BREVE
EC06,GEORGIAN LETTER AN WITH DIAERESIS
EC07,GEORGIAN LETTER AN WITH DIAERESIS AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC08,GEORGIAN LETTER AN WITH INVERTED BREVE
EC09,GEORGIAN LETTER AN WITH DOT BELOW
EC0A,GEORGIAN LETTER AN WITH DOT BELOW AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC0B,GEORGIAN LETTER AN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC0C,GEORGIAN LETTER AN WITH CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC0D,GEORGIAN LETTER BAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC0E,GEORGIAN LETTER GAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC0F,GEORGIAN LETTER GAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC10,GEORGIAN LETTER GAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC11,GEORGIAN LETTER GAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC12,GEORGIAN LETTER DON WITH DOT BELOW
EC13,GEORGIAN LETTER DON WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC14,GEORGIAN LETTER DON WITH CAUCASIAN MODIFIER LETTER LATERALIZATION MARKER
EC15,GEORGIAN LETTER EN WITH ACUTE
EC16,GEORGIAN LETTER EN WITH MACRON
EC17,GEORGIAN LETTER EN WITH MACRON AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC18,GEORGIAN LETTER EN WITH BREVE
EC19,GEORGIAN LETTER EN WITH INVERTED BREVE
EC1A,GEORGIAN LETTER EN WITH DOT BELOW
EC1B,GEORGIAN LETTER EN WITH DOT BELOW AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC1C,GEORGIAN LETTER EN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC1D,GEORGIAN LETTER EN WITH CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC1E,GEORGIAN LETTER VIN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC1F,GEORGIAN LETTER VIN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC20,GEORGIAN LETTER ZEN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC21,GEORGIAN LETTER ZEN WITH ACUTE ABOVE RIGHT
EC22,GEORGIAN LETTER ZEN WITH ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC23,GEORGIAN LETTER TAN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER
EC24,GEORGIAN LETTER TAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC25,GEORGIAN LETTER TAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC26,GEORGIAN LETTER IN WITH ACUTE
EC27,GEORGIAN LETTER IN WITH MACRON
EC28,GEORGIAN LETTER IN WITH MACRON AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC29,GEORGIAN LETTER IN WITH BREVE
EC2A,GEORGIAN LETTER IN WITH INVERTED BREVE
EC2B,GEORGIAN LETTER IN WITH DOT BELOW
EC2C,GEORGIAN LETTER IN WITH DOT BELOW AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC2D,GEORGIAN LETTER IN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC2E,GEORGIAN LETTER IN WITH CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC2F,GEORGIAN LETTER KAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC30,GEORGIAN LETTER KAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC31,GEORGIAN LETTER KAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER AND INTENSIFIED MARKER
EC32,GEORGIAN LETTER KAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC33,GEORGIAN LETTER KAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC34,GEORGIAN LETTER LAS WITH TILDE
EC35,GEORGIAN LETTER LAS WITH DOT BELOW AND TURNED COMMA ABOVE RIGHT
EC36,GEORGIAN LETTER LAS WITH DOT BELOW AND TURNED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC37,GEORGIAN LETTER LAS WITH TURNED COMMA ABOVE RIGHT
EC38,GEORGIAN LETTER LAS WITH TURNDED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC39,GEORGIAN LETTER LAS WITH ACUTE ABOVE RIGHT
EC3A,GEORGIAN LETTER LAS WITH ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC3B,GEORGIAN LETTER MAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC3C,GEORGIAN LETTER ON WITH ACUTE
EC3D,GEORGIAN LETTER ON WITH MACRON
EC3E,GEORGIAN LETTER ON WITH MACRON AND DIAERESIS
EC3F,GEORGIAN LETTER ON WITH MACRON AND DIAERESIS AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC40,GEORGIAN LETTER ON WITH MACRON AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC41,GEORGIAN LETTER ON WITH BREVE
EC42,GEORGIAN LETTER ON WITH DIAERESIS
EC43,GEORGIAN LETTER ON WITH DIAERESIS AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC44,GEORGIAN LETTER ON WITH INVERTED BREVE
EC45,GEORGIAN LETTER ON WITH DOT BELOW
EC46,GEORGIAN LETTER ON WITH DOT BELOW AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC47,GEORGIAN LETTER ON WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC48,GEORGIAN LETTER ON WITH CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC49,GEORGIAN LETTER PAR WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC4A,GEORGIAN LETTER PAR WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC4B,GEORGIAN LETTER ZHAR WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC4C,GEORGIAN LETTER ZHAR WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC4D,GEORGIAN LETTER ZHAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC4E,GEORGIAN LETTER ZHAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER AND LABIALIZATION MARKER
EC4F,GEORGIAN LETTER SAN WITH DOT BELOW
EC50,GEORGIAN LETTER SAN WITH DOT BELOW AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC51,GEORGIAN LETTER SAN WITH DOT BELOW AND ACUTE ABOVE RIGHT
EC52,GEORGIAN LETTER SAN WITH DOT BELOW AND ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC53,GEORGIAN LETTER SAN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND ACUTE ABOVE RIGHT
EC54,GEORGIAN LETTER SAN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC55,GEORGIAN LETTER SAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC56,GEORGIAN LETTER SAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC57,GEORGIAN LETTER SAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC58,GEORGIAN LETTER SAN WITH ACUTE ABOVE RIGHT
EC59,GEORGIAN LETTER SAN WITH ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC5A,GEORGIAN LETTER TAR WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC5B,GEORGIAN LETTER TAR WITH TURNDED COMMA ABOVE RIGHT
EC5C,GEORGIAN LETTER TAR WITH TURNDED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC5D,GEORGIAN LETTER UN WITH ACUTE
EC5E,GEORGIAN LETTER UN WITH CIRCUMFLEX
EC5F,GEORGIAN LETTER UN WITH CIRCUMFLEX AND CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC60,GEORGIAN LETTER UN WITH MACRON
EC61,GEORGIAN LETTER UN WITH MACRON AND DIAERESIS
EC62,GEORGIAN LETTER UN WITH MACRON AND DIAERESIS AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC63,GEORGIAN LETTER UN WITH MACRON AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC64,GEORGIAN LETTER UN WITH BREVE
EC65,GEORGIAN LETTER UN WITH DIAERESIS
EC66,GEORGIAN LETTER UN WITH DIAERESIS AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC67,GEORGIAN LETTER UN WITH INVERTED BREVE
EC68,GEORGIAN LETTER UN WITH DOT BELOW
EC69,GEORGIAN LETTER UN WITH DOT BELOW AND CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC6A,GEORGIAN LETTER UN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC6B,GEORGIAN LETTER UN WITH CAUCASIAN MODIFIER LETTER NASALIZATION MARKER
EC6C,GEORGIAN LETTER PHAR WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER
EC6D,GEORGIAN LETTER PHAR WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC6E,GEORGIAN LETTER PHAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC6F,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER
EC70,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND PALATALIZATION MARKER
EC71,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND LABIALIZATION MARKER
EC72,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC73,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC74,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC75,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC76,GEORGIAN LETTER KHAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER AND LABIALIZATION MARKER
EC77,GEORGIAN LETTER GHAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC78,GEORGIAN LETTER GHAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER AND LABIALIZATION MARKER
EC79,GEORGIAN LETTER GHAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC7A,GEORGIAN LETTER GHAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC7B,GEORGIAN LETTER GHAN WITH TURNED COMMA ABOVE RIGHT
EC7C,GEORGIAN LETTER GHAN WITH TURNED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC7D,GEORGIAN LETTER GHAN WITH TURNED COMMA ABOVE LEFT
EC7E,GEORGIAN LETTER GHAN WITH TURNED COMMA ABOVE LEFT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC7F,GEORGIAN LETTER QAR WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
EC80,GEORGIAN LETTER QAR WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER AND LABIALIZATION MARKER
EC81,GEORGIAN LETTER QAR WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC82,GEORGIAN LETTER QAR WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC83,GEORGIAN LETTER QAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC84,GEORGIAN LETTER QAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER AND LABIALIZATION MARKER
EC85,GEORGIAN LETTER QAR WITH TURNED COMMA ABOVE RIGHT
EC86,GEORGIAN LETTER QAR WITH TURNED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC87,GEORGIAN LETTER SHIN WITH DOT BELOW
EC88,GEORGIAN LETTER SHIN WITH DOT BELOW AND CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC89,GEORGIAN LETTER SHIN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER
EC8A,GEORGIAN LETTER SHIN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND PALATALIZATION MARKER
EC8B,GEORGIAN LETTER SHIN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC8C,GEORGIAN LETTER SHIN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC8D,GEORGIAN LETTER SHIN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC8E,GEORGIAN LETTER SHIN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER AND LABIALIZATION MARKER
EC8F,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER
EC90,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND PALATALIZATION MARKER
EC91,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND LABIALIZATION MARKER
EC92,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND INTENSIFIED MARKER
EC93,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC94,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC95,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC96,GEORGIAN LETTER CHIN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER AND LABIALIZATION MARKER
EC97,GEORGIAN LETTER CAN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER
EC98,GEORGIAN LETTER CAN WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND LABIALIZATION MARKER
EC99,GEORGIAN LETTER CAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
EC9A,GEORGIAN LETTER CAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC9B,GEORGIAN LETTER CAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
EC9C,GEORGIAN LETTER CAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER AND LABIALIZATION MARKER
EC9D,GEORGIAN LETTER CAN WITH ACUTE ABOVE RIGHT
EC9E,GEORGIAN LETTER CAN WITH ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
EC9F,GEORGIAN LETTER JIL WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECA0,GEORGIAN LETTER JIL WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
ECA1,GEORGIAN LETTER JIL WITH ACUTE ABOVE RIGHT
ECA2,GEORGIAN LETTER JIL WITH ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECA3,GEORGIAN LETTER CIL WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
ECA4,GEORGIAN LETTER CIL WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECA5,GEORGIAN LETTER CIL WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
ECA6,GEORGIAN LETTER CIL WITH ACUTE ABOVE RIGHT
ECA7,GEORGIAN LETTER CIL WITH ACUTE ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECA8,GEORGIAN LETTER CHAR WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
ECA9,GEORGIAN LETTER CHAR WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECAA,GEORGIAN LETTER CHAR WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
ECAB,GEORGIAN LETTER XAN WITH BREVE BELOW
ECAC,GEORGIAN LETTER XAN WITH BREVE BELOW AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECAD,GEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
ECAE,GEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER AND LABIALIZATION MARKER
ECAF,GEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
ECB0,GEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER AND LABIALIZATION MARKER
ECB1,DEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER AND INTENSIFIED MARKER
ECB2,GEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER AND INTENSIFIED MARKER AND LABIALIZATION MARKER
ECB3,GEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECB4,GEORGIAN LETTER XAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
ECB5,GEORGIAN LETTER XAN WITH TURNED COMMA ABOVE RIGHT
ECB6,GEORGIAN LETTER XAN WITH TURNED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
ECB7,GEORGIAN LETTER XAN WITH TURNED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECB8,GEORGIAN LETTER XAN WITH TURNED COMMA ABOVE RIGHT AND CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
ECB9,GEORGIAN LETTER XAN WITH TURNED COMMA ABOVE LEFT
ECBA,GEORGIAN LETTER XAN WITH TURNED COMMA ABOVE LEFT AND CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
ECBB,GEORGIAN LETTER XAN WITH TURNED COMMA ABOVE LEFT AND CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECBC,GEORGIAN LETTER JHAN WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
ECBD,GEORGIAN LETTER JHAN WITH CAUCASIAN MODIFIER LETTER LABIALIZATION MARKER
ECBE,GEORGIAN LETTER JHAN WITH CAUCASIAN MODIFIER LETTER INTENSIFIED MARKER
ECBF,GEORGIAN LETTER HAE WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER
ECC0,GEORGIAN LETTER HAE WITH CAUCASIAN MODIFIER LETTER PRERUPTIVE MARKER AND LABIALIZATION MARKER
ECC1,GEORGIAN LETTER HAE WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER
ECC2,GEORGIAN LETTER HAE WITH CAUCASIAN MODIFIER LETTER PHARYNGEAL MARKER AND LABIALIZATION MARKER
ECC3,GEORGIAN LETTER HAE WITH CAUCASIAN MODIFIER LETTER PALATALIZATION MARKER
